customer_id,age,income,tenure_months,policy_type,monthly_premium,claim_count,customer_service_calls,late_payments,satisfaction_score,discount_received,churned,annual_revenue
1083,62,47569.44,47,Home,121.99,2,1,0,3,1,0,1463.8799999999999
1084,43,56219.83,50,Home,153.29,2,0,1,2,0,0,1839.48
1085,31,44827.59,78,Auto,121.66,0,0,1,6,1,0,1459.92
1086,73,72185.73,85,Renters,168.33,1,2,1,3,1,0,2019.96
1087,68,103105.08,26,Renters,184.83,0,2,0,10,0,0,2217.96
1088,24,80463.4,3,Home,93.1,0,0,2,9,0,0,1117.1999999999998
1089,20,87785.94,51,Home,122.06,0,1,0,9,0,0,1464.72
1090,64,83034.02,40,Auto,129.35,1,1,0,8,1,0,1552.1999999999998
1091,40,64997.38,68,Auto,199.14,0,0,0,8,1,0,2389.68
1092,63,88833.49,36,Auto,98.4,1,0,0,2,0,0,1180.8000000000002
1093,60,81390.67,51,Auto,184.39,2,2,0,6,0,0,2212.68
1094,64,96667.81,107,Life,69.03,1,0,0,4,0,0,828.36
1095,62,54889.92,1,Renters,190.96,0,0,0,10,1,1,2291.52
1096,35,26761.54,104,Home,173.33,3,2,1,2,0,0,2079.96
1097,55,87995.52,111,Home,128.0,1,1,0,2,0,0,1536.0
1098,52,72694.93,33,Auto,176.25,0,2,0,10,1,0,2115.0
1099,68,58486.99,7,Life,112.46,0,1,0,7,0,0,1349.52
1100,32,59716.64,117,Auto,93.47,0,1,0,1,0,0,1121.6399999999999
1101,42,121203.1,116,Auto,211.79,0,1,0,8,0,0,2541.48
1102,72,50871.72,52,Home,110.65,0,4,1,5,0,1,1327.8000000000002
1103,54,46227.33,11,Renters,165.47,1,3,0,10,1,0,1985.6399999999999
1104,45,66876.25,27,Renters,184.9,1,2,0,8,0,0,2218.8
1105,27,90970.8,14,Auto,171.28,0,2,0,2,0,0,2055.36
1106,56,115124.84,86,Renters,161.97,1,1,0,1,0,0,1943.6399999999999
1107,74,79462.03,80,Auto,165.61,1,0,0,2,0,1,1987.3200000000002
1108,34,37051.01,46,Auto,182.59,1,2,0,6,0,0,2191.08
1109,56,108359.01,76,Renters,149.3,0,4,1,4,0,0,1791.6000000000001
1110,39,64571.69,113,Renters,133.22,0,2,0,8,0,0,1598.6399999999999
1111,43,46570.39,110,Home,73.4,1,1,1,9,0,0,880.8000000000001
1112,61,41253.37,10,Home,149.32,1,1,0,9,0,0,1791.84
1113,42,83399.23,24,Renters,181.28,0,0,0,5,1,0,2175.36
1114,34,70254.25,61,Renters,85.47,2,3,0,6,0,0,1025.6399999999999
1115,30,72591.66,110,Renters,124.69,0,1,0,7,0,0,1496.28
1116,37,93303.07,18,Home,154.14,0,0,0,4,0,0,1849.6799999999998
1117,42,47352.6,86,Life,203.06,1,0,1,10,0,0,2436.7200000000003
1118,21,95055.4,9,Life,82.86,1,1,0,3,0,0,994.3199999999999
1119,27,53578.54,17,Auto,170.71,1,1,0,2,0,0,2048.52
1120,20,112608.16,102,Renters,118.9,0,0,0,10,0,0,1426.8000000000002
1121,58,78172.26,104,Home,104.69,3,3,2,4,0,0,1256.28
1122,62,44754.75,58,Auto,93.69,1,3,0,9,0,0,1124.28
1123,35,20440.8,13,Home,105.5,2,0,0,5,0,0,1266.0
1124,64,82796.34,50,Auto,157.46,1,3,0,1,0,1,1889.52
1125,53,56768.03,101,Home,124.75,2,3,2,5,0,0,1497.0
1126,64,61577.55,6,Renters,167.14,0,0,0,6,1,0,2005.6799999999998
1127,39,81856.31,85,Auto,84.52,0,2,1,10,0,0,1014.24
1128,51,87229.1,51,Auto,166.36,0,2,1,6,1,0,1996.3200000000002
1129,64,91921.63,36,Life,154.52,1,2,0,5,1,1,1854.2400000000002
1130,25,39153.49,71,Auto,67.15,2,1,0,8,0,0,805.8000000000001
1131,57,96369.68,100,Auto,202.78,2,3,0,5,1,0,2433.36
1132,66,52261.0,25,Auto,150.3,2,2,0,10,1,0,1803.6000000000001
1133,61,20000.0,11,Home,169.44,2,1,2,3,0,1,2033.28
1134,36,39074.31,44,Home,187.03,1,1,0,3,0,1,2244.36
1135,59,69796.55,14,Renters,178.58,0,2,0,4,0,1,2142.96
1136,58,43466.09,109,Home,129.33,1,1,0,10,0,1,1551.96
1137,54,63063.02,29,Renters,167.63,1,2,1,8,0,0,2011.56
1138,23,72441.55,74,Home,53.55,0,0,0,9,1,0,642.5999999999999
1139,69,61009.52,50,Auto,152.72,1,1,1,7,0,0,1832.6399999999999
1140,43,54124.2,112,Home,212.96,0,0,1,2,1,0,2555.52
1141,51,37484.69,5,Renters,103.71,3,3,3,9,0,1,1244.52
1142,73,65482.76,72,Home,176.2,2,3,0,6,1,0,2114.3999999999996
1143,62,20000.0,110,Auto,214.78,0,1,0,6,0,1,2577.36
1144,23,49908.04,69,Auto,166.01,0,2,0,6,0,0,1992.12
1145,54,44588.75,88,Auto,181.14,0,3,1,1,1,1,2173.68
1146,74,59733.71,104,Auto,64.37,2,3,1,9,0,0,772.44
1147,50,60306.74,57,Home,92.93,0,0,1,6,0,0,1115.16
1148,70,86119.05,26,Auto,199.34,0,1,0,7,1,0,2392.08
1149,39,99836.5,6,Renters,178.22,0,1,0,1,0,0,2138.64
1150,38,40408.87,16,Auto,157.32,1,0,0,5,0,0,1887.84
1151,23,108842.32,60,Auto,123.09,1,1,0,3,0,0,1477.08
1152,23,47855.5,100,Home,147.81,1,1,0,9,0,0,1773.72
1153,72,68795.59,12,Auto,213.22,1,2,0,2,0,1,2558.64
1154,65,76238.99,75,Renters,130.41,0,1,1,4,0,0,1564.92
1155,21,118780.82,3,Auto,166.47,0,1,0,3,1,1,1997.6399999999999
1156,47,53069.79,63,Auto,165.28,1,1,2,9,0,0,1983.3600000000001
1157,28,25471.76,108,Renters,105.04,0,0,3,3,0,0,1260.48
1158,47,97788.35,64,Home,108.51,1,2,0,1,1,1,1302.1200000000001
1159,48,46665.78,62,Auto,203.72,2,1,0,8,1,0,2444.64
1160,41,57045.05,101,Auto,160.66,2,0,0,1,0,0,1927.92
1161,72,40409.51,6,Renters,104.38,2,0,1,1,0,0,1252.56
1162,26,57108.52,19,Life,120.99,1,0,0,7,1,0,1451.8799999999999
1163,72,46511.39,18,Renters,90.65,0,0,0,9,1,0,1087.8000000000002
1164,20,79881.72,80,Auto,182.99,2,1,0,4,1,0,2195.88
1165,68,66777.42,87,Life,123.67,0,1,0,10,0,0,1484.04
1166,48,50016.79,43,Auto,124.27,1,3,0,4,0,0,1491.24
1167,57,86909.18,101,Auto,172.84,0,1,1,5,0,0,2074.08
1168,54,70609.93,73,Renters,59.43,0,1,1,5,1,0,713.16
1169,53,24386.94,3,Auto,133.34,0,1,0,2,1,0,1600.08
1170,41,85233.47,72,Auto,134.51,0,2,0,9,0,0,1614.12
1171,48,69067.09,38,Auto,122.15,3,3,0,10,0,0,1465.8000000000002
1172,23,95596.11,68,Auto,110.27,0,1,0,9,1,0,1323.24
1173,19,67726.18,76,Renters,103.05,2,0,1,9,1,0,1236.6
1174,37,47582.39,44,Home,147.71,1,0,1,9,0,0,1772.52
1175,45,60505.5,95,Auto,89.55,0,2,0,1,1,0,1074.6
1176,28,82686.23,89,Home,142.25,1,0,0,8,0,0,1707.0
1177,21,48043.78,117,Life,110.12,1,1,0,8,1,0,1321.44
1178,32,55313.47,80,Renters,113.11,3,1,0,4,0,0,1357.32
1179,23,60122.85,63,Auto,143.86,0,2,0,10,0,0,1726.3200000000002
1180,71,39713.82,42,Life,112.61,1,0,1,1,1,0,1351.32
1181,66,48360.88,64,Renters,192.02,0,1,1,1,0,0,2304.2400000000002
1182,47,68796.1,54,Auto,128.7,0,2,0,1,0,0,1544.3999999999999
1183,73,91454.51,78,Auto,182.1,2,2,1,3,0,0,2185.2
1184,55,71977.23,77,Auto,100.71,0,1,0,10,0,0,1208.52
1185,68,63991.05,105,Renters,99.72,1,3,0,3,1,0,1196.6399999999999
1186,74,46712.04,71,Auto,60.16,1,0,0,4,0,0,721.92
1187,19,89093.53,76,Home,112.85,0,0,0,2,0,0,1354.1999999999998
1188,32,74537.12,37,Auto,124.53,0,3,0,9,1,0,1494.3600000000001
1189,28,49451.95,114,Life,138.47,1,0,0,10,0,0,1661.6399999999999
1190,25,84770.27,4,Auto,166.38,0,0,1,9,0,0,1996.56
1191,43,77310.7,2,Life,163.12,0,2,0,10,0,0,1957.44
1192,68,47102.33,99,Life,186.1,0,1,0,7,1,0,2233.2
1193,62,62769.68,44,Auto,95.07,1,2,1,2,0,0,1140.84
1194,61,54159.0,67,Home,136.39,0,0,0,3,1,0,1636.6799999999998
1195,22,122937.83,68,Auto,89.99,1,1,0,8,0,0,1079.8799999999999
1196,23,76698.39,102,Life,153.64,0,4,1,9,0,0,1843.6799999999998
1197,43,69108.77,76,Home,216.19,0,0,0,4,0,1,2594.2799999999997
1198,71,75398.59,83,Auto,81.16,2,3,0,9,0,0,973.92
1199,21,95341.58,74,Auto,165.94,1,1,0,4,1,0,1991.28
1200,36,63165.64,62,Auto,182.19,1,2,0,2,1,0,2186.2799999999997
1201,37,52022.0,1,Life,94.83,2,1,1,7,1,0,1137.96
1202,50,83574.23,17,Home,154.63,1,0,0,9,0,0,1855.56
1203,37,61151.22,16,Renters,118.8,0,2,0,2,0,1,1425.6
1204,66,41462.3,9,Auto,129.55,0,1,1,8,0,0,1554.6000000000001
1205,29,37176.9,53,Auto,117.31,1,0,0,6,0,0,1407.72
1206,64,98644.52,73,Life,124.88,1,1,1,9,1,0,1498.56
1207,18,67896.18,59,Auto,187.0,0,1,0,5,1,0,2244.0
1208,43,52029.52,119,Life,131.44,0,0,0,1,1,0,1577.28
1209,31,59844.63,9,Auto,107.92,2,1,2,5,0,1,1295.04
1210,55,82763.78,12,Auto,138.1,0,0,0,10,1,0,1657.1999999999998
1211,54,58545.08,119,Home,40.0,0,1,0,7,0,0,480.0
1212,28,33112.77,41,Life,98.24,0,1,0,7,0,0,1178.8799999999999
1213,53,72168.5,15,Life,191.19,0,3,0,4,0,1,2294.2799999999997
1214,30,91583.65,66,Auto,128.46,1,0,0,10,1,0,1541.52
1215,60,90112.21,75,Auto,113.49,0,0,1,6,0,0,1361.8799999999999
1216,20,52694.74,11,Home,142.78,2,1,0,6,0,0,1713.3600000000001
1217,50,92921.8,8,Home,168.15,1,1,0,10,0,0,2017.8000000000002
1218,23,69684.9,55,Renters,194.79,3,1,0,10,1,0,2337.48
1219,67,92305.24,96,Auto,114.7,1,0,0,1,1,0,1376.4
1220,73,77621.11,6,Life,115.74,0,0,0,5,0,0,1388.8799999999999
1221,27,31524.87,53,Home,124.96,0,1,0,7,1,0,1499.52
1222,22,103428.26,20,Renters,181.31,1,0,2,5,0,0,2175.7200000000003
1223,40,66139.24,39,Home,137.57,0,0,0,8,0,0,1650.84
1224,27,77689.46,99,Auto,232.46,1,1,0,1,0,0,2789.52
1225,61,35431.02,72,Life,127.75,0,1,0,9,0,0,1533.0
1226,19,76117.18,114,Home,214.36,1,0,1,2,0,0,2572.32
1227,30,89264.41,113,Renters,94.81,0,2,0,8,1,0,1137.72
1228,57,107577.05,107,Life,72.46,0,1,0,5,1,0,869.52
1229,19,95808.8,34,Home,130.44,1,1,0,10,0,0,1565.28
1230,37,77192.94,57,Home,186.27,1,2,1,7,0,0,2235.2400000000002
1231,18,31023.7,117,Auto,113.54,1,0,1,7,0,0,1362.48
1232,54,67910.0,19,Auto,107.26,1,3,0,1,0,1,1287.1200000000001
1233,26,51964.79,71,Auto,181.13,0,1,1,8,0,0,2173.56
1234,34,70169.51,31,Auto,166.73,0,0,1,3,1,0,2000.7599999999998
1235,26,38240.83,82,Auto,99.34,0,2,1,4,0,0,1192.08
1236,28,60376.33,40,Auto,96.71,0,2,0,3,0,0,1160.52
1237,32,53621.97,14,Auto,172.32,0,2,1,2,0,0,2067.84
1238,41,52940.34,103,Auto,61.57,2,1,0,7,1,0,738.84
1239,55,53158.8,117,Auto,183.58,0,1,0,10,0,0,2202.96
1240,72,62011.2,100,Auto,166.13,0,0,1,5,0,0,1993.56
1241,52,71296.28,81,Home,40.0,0,2,0,7,0,0,480.0
1242,47,20000.0,37,Home,135.7,1,0,0,1,0,0,1628.3999999999999
1243,48,20000.0,44,Auto,45.95,0,1,0,10,1,0,551.4000000000001
1244,66,57548.79,9,Home,80.77,0,1,0,2,0,0,969.24
1245,22,60649.08,58,Renters,112.37,1,1,1,6,1,0,1348.44
1246,61,69160.45,20,Auto,77.95,0,2,1,6,0,1,935.4000000000001
1247,67,48991.21,109,Home,234.82,1,0,0,3,0,0,2817.84
1248,31,65208.23,92,Life,173.88,0,0,0,10,1,0,2086.56
1249,70,67783.51,50,Renters,196.53,1,1,0,1,1,0,2358.36
1250,73,48839.72,20,Auto,128.69,1,1,0,3,0,0,1544.28
1251,28,87296.03,105,Home,136.37,2,2,0,4,0,0,1636.44
1252,26,68893.7,36,Auto,206.13,2,1,0,1,0,0,2473.56
1253,51,77033.14,117,Home,154.52,2,2,0,7,1,0,1854.2400000000002
1254,29,66514.61,27,Life,162.55,0,1,0,3,1,1,1950.6000000000001
1255,52,111280.81,72,Home,94.0,0,1,2,8,0,0,1128.0
1256,52,78120.74,32,Life,93.79,0,1,1,7,0,0,1125.48
1257,18,54264.15,1,Auto,146.75,0,0,1,6,0,0,1761.0
1258,57,83061.27,17,Life,151.78,1,3,0,8,1,0,1821.3600000000001
1259,39,28972.69,9,Home,90.13,0,1,1,9,0,0,1081.56
1260,46,67631.21,84,Auto,151.13,0,2,0,2,0,0,1813.56
1261,25,72021.53,45,Home,80.02,0,0,0,10,1,0,960.24
1262,28,67882.46,96,Auto,135.62,1,2,1,9,0,0,1627.44
1263,58,57656.86,66,Auto,70.31,0,1,0,10,0,0,843.72
1264,54,42729.99,32,Renters,194.76,0,1,0,5,0,0,2337.12
1265,31,47634.37,45,Auto,121.0,0,2,0,1,0,0,1452.0
1266,47,67245.65,9,Renters,103.79,0,2,2,1,0,0,1245.48
1267,52,40502.58,30,Auto,83.44,0,0,0,7,0,0,1001.28
1268,38,103943.69,84,Auto,79.11,1,1,0,6,0,0,949.3199999999999
1269,54,20000.0,38,Life,154.64,1,2,0,10,0,0,1855.6799999999998
1270,22,57884.37,60,Auto,180.17,0,0,0,9,0,0,2162.04
1271,36,67428.57,1,Home,175.67,2,0,0,1,0,0,2108.04
1272,31,76163.26,5,Home,197.85,1,2,0,10,0,0,2374.2
1273,43,44849.66,63,Home,213.67,1,1,0,10,0,0,2564.04
1274,21,89954.49,99,Life,178.11,1,0,0,10,0,0,2137.32
1275,42,34335.72,36,Home,112.37,0,0,0,10,1,0,1348.44
1276,62,52545.17,65,Auto,142.63,1,1,0,7,0,0,1711.56
1277,59,78656.45,78,Renters,40.0,0,0,1,8,1,0,480.0
1278,42,87884.15,73,Auto,163.69,0,0,1,10,0,0,1964.28
1279,35,34111.97,94,Home,141.72,2,1,1,4,1,0,1700.6399999999999
1280,57,123190.81,24,Life,206.79,1,0,0,1,1,0,2481.48
1281,25,45255.19,4,Home,101.55,0,1,0,3,0,0,1218.6
1282,56,36131.99,114,Renters,158.2,0,1,1,2,0,0,1898.3999999999999
1283,57,76059.73,78,Home,89.85,1,0,0,3,0,0,1078.1999999999998
1284,31,57337.54,89,Renters,130.05,0,0,0,6,1,0,1560.6000000000001
1285,49,54086.85,68,Life,61.41,0,0,0,10,0,0,736.92
1286,68,78104.17,25,Auto,196.02,1,3,0,3,0,1,2352.2400000000002
1287,55,31399.49,74,Auto,182.37,2,1,1,10,1,0,2188.44
1288,50,27553.04,99,Home,113.73,1,3,0,4,0,0,1364.76
1289,40,51856.69,119,Renters,146.78,2,1,0,1,1,0,1761.3600000000001
1290,32,88713.84,7,Auto,136.73,1,0,0,6,0,0,1640.7599999999998
1291,50,52810.78,106,Auto,107.44,1,0,0,2,0,0,1289.28
1292,42,100181.45,13,Auto,140.54,3,0,0,4,0,0,1686.48
1293,34,91422.32,68,Life,115.08,0,1,0,5,0,0,1380.96
1294,50,71224.82,114,Home,179.12,0,2,1,5,0,0,2149.44
1295,64,72473.92,43,Auto,125.51,1,0,0,4,0,0,1506.1200000000001
1296,72,71204.06,57,Auto,242.57,0,2,1,3,1,0,2910.84
1297,19,68513.79,36,Auto,131.5,1,1,0,4,0,0,1578.0
1298,31,56942.68,14,Auto,140.07,1,1,0,3,1,0,1680.84
1299,70,59495.87,82,Auto,158.77,2,1,0,3,0,1,1905.2400000000002
1300,57,41460.88,72,Life,172.67,0,1,0,4,0,0,2072.04
1301,57,20000.0,96,Life,138.51,0,1,0,9,0,0,1662.12
1302,68,89289.55,27,Auto,157.79,1,1,0,9,1,0,1893.48
1303,56,68459.69,106,Auto,143.23,0,1,1,8,0,0,1718.7599999999998
1304,68,65136.65,37,Auto,99.96,1,2,2,4,1,0,1199.52
1305,23,73765.88,87,Home,87.83,2,0,1,2,0,0,1053.96
1306,23,46775.26,71,Auto,166.47,1,3,0,9,0,0,1997.6399999999999
1307,20,42976.63,76,Auto,203.28,1,1,1,6,1,0,2439.36
1308,24,58758.94,25,Auto,61.61,0,2,0,8,0,0,739.3199999999999
1309,68,95098.17,67,Renters,70.44,0,0,0,4,0,0,845.28
1310,25,39287.7,90,Renters,70.01,1,2,0,8,0,0,840.1200000000001
1311,59,20000.0,4,Home,169.88,1,3,0,6,1,1,2038.56
1312,69,53529.18,106,Auto,173.64,0,0,0,6,1,0,2083.68
1313,32,90139.4,100,Life,91.06,1,2,1,6,1,0,1092.72
1314,64,26884.03,79,Life,234.26,1,1,1,9,0,0,2811.12
1315,46,39033.76,96,Auto,117.68,0,0,0,1,0,0,1412.16
1316,50,70798.03,93,Auto,199.6,2,2,0,1,0,0,2395.2
1317,69,121537.95,74,Home,171.38,3,1,2,5,0,1,2056.56
1318,47,35119.34,85,Auto,91.89,1,0,0,1,0,0,1102.68
1319,56,34267.45,118,Auto,116.19,0,2,1,10,0,0,1394.28
1320,44,72451.36,16,Home,95.74,0,4,0,9,0,0,1148.8799999999999
1321,53,91502.84,111,Home,74.51,0,0,0,4,1,0,894.1200000000001
1322,46,51269.83,19,Auto,123.61,1,2,1,2,0,0,1483.32
1323,55,29329.33,29,Home,81.06,0,2,0,3,1,0,972.72
1324,74,74542.48,116,Life,127.13,0,1,0,9,0,0,1525.56
1325,50,78526.51,51,Auto,221.98,0,1,0,8,0,0,2663.7599999999998
1326,54,104130.41,18,Home,166.35,1,0,0,3,1,1,1996.1999999999998
1327,44,79452.84,58,Auto,109.93,0,0,1,8,0,0,1319.16
1328,72,83217.45,44,Auto,106.26,0,2,0,4,1,0,1275.1200000000001
1329,50,59232.81,16,Home,116.95,0,0,0,6,0,0,1403.4
1330,21,118713.1,65,Auto,228.2,1,1,1,4,1,1,2738.3999999999996
1331,39,56240.88,112,Auto,86.02,0,0,0,5,0,0,1032.24
1332,19,51537.71,2,Auto,134.92,0,1,2,10,0,1,1619.04
1333,27,104809.33,56,Home,155.94,0,1,0,9,1,0,1871.28
1334,22,32566.78,79,Renters,189.7,1,0,0,2,0,0,2276.3999999999996
1335,27,24357.02,103,Auto,120.03,2,4,2,9,0,0,1440.3600000000001
1336,50,67630.25,28,Home,91.68,3,0,1,3,0,0,1100.16
1337,71,64961.8,65,Auto,148.03,1,0,0,5,1,0,1776.3600000000001
1338,55,59986.46,5,Home,194.16,0,1,0,7,0,0,2329.92
1339,30,86866.45,106,Auto,122.72,2,5,0,2,0,0,1472.6399999999999
1340,48,45019.46,22,Home,97.23,2,1,1,4,1,0,1166.76
1341,64,66411.68,117,Life,139.96,0,2,0,1,1,0,1679.52
1342,53,57077.67,100,Life,61.94,0,3,0,3,0,0,743.28
1343,62,45393.19,110,Auto,125.16,2,1,0,6,1,0,1501.92
1344,41,63639.52,13,Renters,188.01,1,0,0,2,0,1,2256.12
1345,69,83757.11,65,Auto,174.37,1,2,0,8,1,0,2092.44
1346,73,111652.5,16,Life,128.53,1,2,0,7,0,0,1542.3600000000001
1347,32,77747.22,119,Auto,209.67,0,1,0,3,0,0,2516.04
1348,46,20000.0,105,Auto,220.94,0,0,0,1,1,0,2651.2799999999997
1349,25,64160.92,86,Auto,164.88,1,1,1,10,0,0,1978.56
1350,22,66095.66,64,Auto,68.95,1,0,0,4,0,0,827.4000000000001
1351,46,85596.6,32,Renters,50.4,0,1,0,4,1,0,604.8
1352,64,69065.83,80,Life,197.26,0,1,0,5,0,0,2367.12
1353,21,92567.96,51,Home,146.01,0,1,0,3,0,0,1752.12
1354,29,73616.75,79,Renters,208.6,0,2,1,2,1,1,2503.2
1355,62,99293.56,58,Renters,74.76,1,1,0,2,0,0,897.1200000000001
1356,19,55347.59,46,Auto,127.75,1,3,0,8,1,0,1533.0
1357,44,68175.56,52,Auto,181.31,0,0,0,7,0,0,2175.7200000000003
1358,48,83186.11,106,Auto,102.16,0,0,0,1,0,0,1225.92
1359,68,52411.73,117,Auto,180.67,1,0,0,9,0,0,2168.04
1360,68,47619.72,63,Auto,129.47,0,3,0,3,0,0,1553.6399999999999
1361,53,51154.25,76,Auto,136.26,1,0,1,3,0,0,1635.12
1362,53,48517.26,60,Auto,81.74,0,1,0,1,0,0,980.8799999999999
1363,43,76496.36,65,Auto,146.31,1,4,1,4,1,1,1755.72
1364,60,24634.22,117,Life,233.68,0,2,0,10,1,0,2804.16
1365,44,30768.66,81,Auto,152.46,2,0,0,2,0,0,1829.52
1366,22,105980.42,105,Home,99.37,0,4,0,3,0,0,1192.44
1367,37,49047.87,55,Home,197.8,1,4,0,1,0,0,2373.6000000000004
1368,28,69400.33,115,Home,100.73,1,0,0,3,0,0,1208.76
1369,27,32238.78,57,Auto,212.45,1,0,0,4,1,0,2549.3999999999996
1370,57,67070.73,114,Auto,77.63,0,2,1,6,0,0,931.56
1371,55,49181.85,92,Auto,147.27,1,2,1,3,1,0,1767.2400000000002
1372,23,30612.03,71,Auto,203.68,0,0,0,6,0,0,2444.16
1373,25,94412.25,73,Auto,95.99,1,1,2,2,0,0,1151.8799999999999
1374,40,91016.45,86,Home,138.74,0,0,0,8,0,0,1664.88
1375,64,62638.19,26,Home,187.08,0,0,1,5,0,1,2244.96
1376,43,86987.22,117,Home,40.0,2,0,2,1,0,0,480.0
1377,63,106872.44,12,Auto,176.71,1,2,0,6,1,1,2120.52
1378,60,81589.67,71,Auto,131.04,0,4,1,3,0,0,1572.48
1379,29,75552.95,46,Renters,199.89,0,2,0,4,0,0,2398.68
1380,43,69376.89,47,Auto,97.76,0,0,0,10,0,0,1173.1200000000001
1381,30,79288.94,79,Renters,72.6,1,1,0,8,0,0,871.1999999999999
1382,57,56993.77,38,Renters,110.56,0,0,0,8,0,0,1326.72
1383,35,58914.01,21,Auto,109.62,1,3,0,8,0,0,1315.44
1384,42,74919.61,14,Auto,125.71,1,1,0,5,1,0,1508.52
1385,50,54574.97,2,Home,113.91,1,1,0,1,0,0,1366.92
1386,64,56952.41,72,Auto,44.64,0,2,0,9,0,0,535.6800000000001
1387,57,65004.11,109,Auto,130.73,1,3,0,9,0,0,1568.7599999999998
1388,60,90313.37,119,Auto,145.43,1,2,1,8,0,0,1745.16
1389,29,40081.4,70,Auto,126.3,1,1,1,3,1,1,1515.6
1390,61,81701.93,101,Home,147.91,1,1,0,6,1,0,1774.92
1391,53,82419.52,101,Renters,138.82,1,1,0,7,1,0,1665.84
1392,65,82287.86,33,Auto,72.81,0,0,1,4,0,0,873.72
1393,21,47251.58,105,Life,121.46,0,5,0,10,0,0,1457.52
1394,22,27761.0,6,Life,140.13,0,1,0,7,0,0,1681.56
1395,73,77313.41,116,Life,124.33,2,4,0,9,0,0,1491.96
1396,54,69125.85,90,Renters,67.82,0,1,0,6,0,0,813.8399999999999
1397,25,87096.29,103,Auto,190.04,0,1,0,2,1,0,2280.48
1398,59,49588.19,105,Auto,91.25,2,1,0,6,0,0,1095.0
1399,66,81722.6,37,Home,79.1,1,0,0,3,0,0,949.1999999999999
1400,45,88197.07,14,Home,136.84,0,1,1,7,1,1,1642.08
1401,48,62903.19,37,Renters,120.79,1,0,0,3,1,0,1449.48
1402,26,74172.45,8,Life,162.06,1,2,1,8,0,0,1944.72
1403,71,73403.26,103,Home,174.27,0,3,0,5,0,0,2091.2400000000002
1404,68,46927.67,77,Auto,167.43,0,0,2,3,1,0,2009.16
1405,46,76684.13,13,Auto,134.92,0,1,0,1,0,0,1619.04
1406,31,100694.96,40,Auto,159.9,1,0,0,5,1,0,1918.8000000000002
1407,57,65488.49,107,Home,64.8,0,1,0,10,0,0,777.5999999999999
1408,58,32859.65,92,Home,184.25,0,3,0,10,0,0,2211.0
1409,39,49881.02,58,Renters,116.78,1,0,0,3,0,0,1401.3600000000001
1410,28,25852.55,18,Home,223.65,1,1,0,4,0,1,2683.8
1411,40,93385.74,57,Life,185.62,0,2,0,10,1,0,2227.44
1412,18,81810.32,83,Home,126.12,0,1,0,4,1,0,1513.44
1413,63,53969.88,38,Renters,135.96,0,1,2,3,1,1,1631.52
1414,54,33802.68,32,Auto,188.28,0,0,0,6,0,1,2259.36
1415,38,46667.51,86,Renters,40.0,0,1,0,6,1,0,480.0
1416,43,50957.91,66,Home,127.79,2,1,1,1,1,0,1533.48
1417,63,67406.97,77,Auto,211.56,1,0,0,4,1,0,2538.7200000000003
1418,53,66666.71,87,Auto,173.02,1,0,0,1,0,0,2076.2400000000002
1419,71,94511.5,25,Life,97.3,1,1,0,7,0,0,1167.6
1420,40,49759.39,92,Auto,149.15,0,0,1,7,0,0,1789.8000000000002
1421,74,31819.87,58,Home,91.05,0,1,0,6,0,0,1092.6
1422,18,39546.47,75,Auto,119.63,0,2,0,2,0,1,1435.56
1423,71,64493.45,33,Home,150.02,3,0,1,4,1,0,1800.2400000000002
1424,72,48969.08,88,Renters,157.94,1,3,1,3,1,0,1895.28
1425,68,58575.81,66,Auto,167.82,0,2,1,8,0,0,2013.84
1426,57,55011.26,30,Auto,190.52,1,0,0,2,0,0,2286.2400000000002
1427,32,86785.25,81,Life,81.28,0,1,3,10,0,0,975.36
1428,38,52086.75,104,Renters,136.08,0,0,0,2,1,0,1632.96
1429,64,56698.47,34,Renters,96.73,1,1,0,1,1,0,1160.76
1430,26,80780.24,102,Auto,117.05,0,3,0,9,0,0,1404.6
1431,70,52570.4,86,Auto,101.05,3,0,0,3,1,0,1212.6
1432,26,74310.67,69,Auto,157.47,2,0,0,8,0,0,1889.6399999999999
1433,27,72292.68,48,Renters,182.39,0,2,1,7,0,1,2188.68
1434,69,68118.85,40,Auto,184.82,0,1,0,1,0,1,2217.84
1435,74,40043.28,51,Auto,85.27,0,0,0,6,0,0,1023.24
1436,70,92055.03,80,Auto,129.45,0,1,0,8,1,0,1553.3999999999999
1437,43,113855.04,13,Auto,84.02,0,2,1,6,1,0,1008.24
1438,58,65194.22,90,Renters,82.52,0,2,3,9,0,0,990.24
1439,52,41980.19,31,Auto,105.22,0,1,0,10,1,0,1262.6399999999999
1440,69,65640.26,116,Home,150.45,0,2,0,3,0,0,1805.3999999999999
1441,42,86776.92,39,Life,158.35,2,1,0,6,0,0,1900.1999999999998
1442,43,51465.87,63,Auto,164.44,0,0,0,10,0,0,1973.28
1443,28,62164.22,48,Home,161.66,0,1,1,4,1,0,1939.92
1444,55,72494.39,87,Life,96.85,0,2,0,10,1,0,1162.1999999999998
1445,19,91467.05,48,Life,188.22,0,2,0,3,0,1,2258.64
1446,24,82059.32,61,Auto,171.15,1,1,0,8,0,0,2053.8
1447,35,82971.1,12,Auto,116.43,2,2,0,7,1,1,1397.16
1448,44,55622.09,78,Auto,118.13,1,1,0,7,0,0,1417.56
1449,51,73842.22,56,Renters,105.41,0,2,0,5,1,0,1264.92
1450,44,49116.81,18,Renters,76.87,2,2,1,1,0,0,922.44
