customer_id,age,income,tenure_months,policy_type,monthly_premium,claim_count,customer_service_calls,late_payments,satisfaction_score,discount_received,churned,annual_revenue,value_segment,risk_segment,predicted_churn_probability,churn_risk_group
789,20,74450.39,75,Renters,161.12,0,1,1,4,0,0,1933.44,High Value,Low Satisfaction,0.08818434723148241,Low Risk
790,30,74534.55,73,Auto,174.63,0,0,0,3,0,0,2095.56,High Value,Low Satisfaction,0.07172449399251925,Low Risk
791,45,20000.0,78,Auto,110.81,0,3,1,3,1,0,1329.72,Low Value,Low Satisfaction,0.07138858299999158,Low Risk
792,74,57770.81,9,Auto,172.1,4,0,1,3,0,1,2065.2,High Value,Low Satisfaction,0.6154932033250755,High Risk
793,66,90378.4,103,Renters,170.93,3,0,0,3,1,0,2051.16,High Value,Low Satisfaction,0.03690045743975906,Low Risk
794,42,53590.62,48,Life,158.38,0,3,0,6,1,0,1900.56,High Value,Medium Satisfaction,0.07080798283617719,Low Risk
795,73,41282.63,67,Renters,122.28,0,1,1,4,0,0,1467.3600000000001,Medium Value,Low Satisfaction,0.04211352028975379,Low Risk
796,50,50993.26,93,Renters,142.32,0,3,0,7,1,0,1707.84,Medium Value,Medium Satisfaction,0.013731408461392116,Low Risk
797,55,63497.89,83,Home,51.63,1,1,1,7,0,0,619.5600000000001,Low Value,Medium Satisfaction,0.012393039160713364,Low Risk
798,70,46269.85,36,Auto,214.16,1,2,0,4,0,1,2569.92,High Value,Low Satisfaction,0.6611551079937928,High Risk
799,23,92143.98,96,Auto,107.82,1,0,0,1,0,1,1293.84,Low Value,Low Satisfaction,0.149206169049602,Low Risk
800,61,63577.31,71,Auto,119.93,0,0,0,9,0,0,1439.16,Medium Value,High Satisfaction,0.01615506459883398,Low Risk
801,62,52777.47,119,Auto,75.7,0,1,0,7,1,0,908.4000000000001,Low Value,Medium Satisfaction,0.006724320679586416,Low Risk
802,49,36370.44,92,Home,165.28,1,1,0,6,0,0,1983.3600000000001,High Value,Medium Satisfaction,0.03645772289739178,Low Risk
803,62,75657.83,44,Auto,158.81,1,1,0,5,0,0,1905.72,High Value,Medium Satisfaction,0.12300849104230702,Low Risk
804,64,75156.66,82,Home,121.7,1,1,0,9,1,0,1460.4,Medium Value,High Satisfaction,0.012954130419973297,Low Risk
805,38,47571.4,60,Home,40.0,1,1,1,9,1,0,480.0,Low Value,High Satisfaction,0.026889692626727472,Low Risk
806,33,20000.0,63,Auto,102.98,1,2,0,10,0,0,1235.76,Low Value,High Satisfaction,0.030083246335332384,Low Risk
807,71,74036.77,5,Home,155.7,2,2,0,6,1,0,1868.3999999999999,Medium Value,Medium Satisfaction,0.16494114506074276,Low Risk
808,38,60890.33,87,Home,146.31,0,2,1,8,0,0,1755.72,Medium Value,High Satisfaction,0.020477165250585606,Low Risk
809,28,72393.57,119,Auto,132.92,2,2,1,7,1,0,1595.04,Medium Value,Medium Satisfaction,0.01336654925878382,Low Risk
810,54,108057.84,86,Renters,115.92,0,2,0,1,1,0,1391.04,Low Value,Low Satisfaction,0.027807503210525875,Low Risk
811,53,64409.7,90,Home,63.96,0,0,0,2,0,0,767.52,Low Value,Low Satisfaction,0.011920620671993903,Low Risk
812,52,53695.55,106,Home,178.37,0,2,0,9,0,0,2140.44,High Value,High Satisfaction,0.033195301254396556,Low Risk
813,36,39758.92,76,Renters,70.19,0,3,0,10,1,0,842.28,Low Value,High Satisfaction,0.024694102542590256,Low Risk
814,37,58126.72,40,Renters,125.81,1,0,0,4,1,0,1509.72,Medium Value,Low Satisfaction,0.07453992262648648,Low Risk
815,74,68532.7,19,Renters,88.43,2,2,0,3,0,0,1061.16,Low Value,Low Satisfaction,0.13809137147784034,Low Risk
816,35,66172.76,47,Auto,179.72,2,1,0,2,0,0,2156.64,High Value,Low Satisfaction,0.28729454676779764,Low Risk
817,64,102916.24,65,Auto,161.19,0,0,1,8,0,0,1934.28,High Value,High Satisfaction,0.03932219116026699,Low Risk
818,58,75979.88,67,Auto,118.93,2,0,0,7,0,0,1427.16,Medium Value,Medium Satisfaction,0.015509588259151719,Low Risk
819,66,62034.38,91,Auto,166.1,0,0,0,9,0,0,1993.1999999999998,High Value,High Satisfaction,0.012718347100980909,Low Risk
820,31,49455.67,18,Life,67.87,0,2,0,3,0,0,814.44,Low Value,Low Satisfaction,0.11057926378789622,Low Risk
821,32,70866.8,50,Home,131.42,0,2,0,1,0,0,1577.04,Medium Value,Low Satisfaction,0.11086722991458925,Low Risk
822,48,45045.82,30,Auto,87.53,0,3,1,9,0,0,1050.3600000000001,Low Value,High Satisfaction,0.048474744865752054,Low Risk
823,18,68956.28,66,Auto,181.13,2,0,0,5,1,0,2173.56,High Value,Medium Satisfaction,0.06490303740466785,Low Risk
824,70,75723.11,5,Auto,151.84,1,1,0,5,0,1,1822.08,Medium Value,Medium Satisfaction,0.27507717759462386,Low Risk
825,71,60238.05,93,Home,164.25,0,1,0,3,0,0,1971.0,High Value,Low Satisfaction,0.043348765006574676,Low Risk
826,71,51133.7,97,Renters,110.1,1,0,1,8,0,0,1321.1999999999998,Low Value,High Satisfaction,0.008422773928985881,Low Risk
827,20,20000.0,42,Renters,168.52,0,2,3,8,1,0,2022.2400000000002,High Value,High Satisfaction,0.36111257851556383,Medium Risk
828,33,90164.41,84,Life,84.74,1,1,0,1,0,0,1016.8799999999999,Low Value,Low Satisfaction,0.040965150091993176,Low Risk
829,40,73872.61,94,Auto,91.19,1,1,0,4,0,0,1094.28,Low Value,Low Satisfaction,0.0156676814569202,Low Risk
830,74,74407.58,106,Auto,127.12,0,0,1,6,1,0,1525.44,Medium Value,Medium Satisfaction,0.01350875174594131,Low Risk
831,28,30650.25,5,Auto,92.94,1,5,2,9,1,0,1115.28,Low Value,High Satisfaction,0.17526253550908627,Low Risk
832,29,95356.45,50,Auto,166.93,0,0,0,2,0,0,2003.16,High Value,Low Satisfaction,0.2054150129727039,Low Risk
833,27,54765.23,85,Life,113.69,2,0,0,7,0,0,1364.28,Low Value,Medium Satisfaction,0.02740391445787574,Low Risk
834,49,58646.5,58,Home,86.37,0,1,0,10,0,0,1036.44,Low Value,High Satisfaction,0.012217892178159962,Low Risk
835,33,41475.69,79,Renters,80.54,1,2,0,1,0,0,966.48,Low Value,Low Satisfaction,0.05375050438262984,Low Risk
836,25,25687.19,84,Home,166.38,1,1,2,10,0,0,1996.56,High Value,High Satisfaction,0.05304097590069785,Low Risk
837,55,90461.62,8,Auto,40.0,0,2,0,4,0,1,480.0,Low Value,Low Satisfaction,0.43224466639546266,Medium Risk
838,29,93305.14,113,Auto,89.5,1,2,0,10,0,0,1074.0,Low Value,High Satisfaction,0.012935364512558388,Low Risk
839,41,61358.38,31,Home,198.13,1,2,0,7,0,0,2377.56,High Value,Medium Satisfaction,0.256313143723079,Low Risk
840,45,50053.54,12,Renters,119.5,1,4,0,3,1,1,1434.0,Medium Value,Low Satisfaction,0.6235621797443638,High Risk
841,70,56705.03,21,Auto,167.24,0,2,0,3,1,0,2006.88,High Value,Low Satisfaction,0.3004440631240778,Medium Risk
842,25,57308.47,94,Renters,154.24,1,1,2,4,0,0,1850.88,Medium Value,Low Satisfaction,0.042157201498546105,Low Risk
843,45,38603.09,62,Renters,126.41,2,1,0,8,1,0,1516.92,Medium Value,High Satisfaction,0.030582134487086507,Low Risk
844,53,58570.39,91,Auto,60.35,1,3,0,3,1,0,724.2,Low Value,Low Satisfaction,0.01242691858971599,Low Risk
845,43,68368.24,108,Renters,75.34,1,5,1,8,0,0,904.08,Low Value,High Satisfaction,0.022848145631559645,Low Risk
846,25,87399.46,90,Auto,74.58,0,1,0,10,0,0,894.96,Low Value,High Satisfaction,0.01763708657903611,Low Risk
847,67,65313.37,33,Home,156.69,0,0,0,9,0,0,1880.28,High Value,High Satisfaction,0.05844807166942468,Low Risk
848,45,30320.26,26,Renters,165.13,0,0,0,8,1,1,1981.56,High Value,High Satisfaction,0.23690015599314865,Low Risk
849,45,72778.05,90,Life,95.45,0,1,2,8,0,0,1145.4,Low Value,High Satisfaction,0.005305106172249022,Low Risk
850,54,59369.53,100,Auto,131.46,0,0,1,9,0,0,1577.52,Medium Value,High Satisfaction,0.010357696311323192,Low Risk
851,58,95149.01,40,Auto,135.37,1,0,0,4,0,0,1624.44,Medium Value,Low Satisfaction,0.08254306688449269,Low Risk
852,53,96448.07,65,Auto,138.52,1,2,1,3,1,0,1662.2400000000002,Medium Value,Low Satisfaction,0.07003694516818146,Low Risk
853,44,97217.99,59,Auto,100.71,0,1,0,8,0,0,1208.52,Low Value,High Satisfaction,0.011291298929372464,Low Risk
854,71,52645.07,15,Home,208.71,0,0,1,1,0,1,2504.52,High Value,Low Satisfaction,0.7905512916747424,High Risk
855,34,108776.81,114,Life,165.5,0,0,0,10,0,0,1986.0,High Value,High Satisfaction,0.01913657527472117,Low Risk
856,26,72720.74,1,Auto,138.29,1,1,0,1,0,1,1659.48,Medium Value,Low Satisfaction,0.6603981123400646,High Risk
857,50,100780.37,11,Auto,111.65,0,0,0,4,0,0,1339.8000000000002,Low Value,Low Satisfaction,0.2568422846956572,Low Risk
858,70,53942.37,55,Auto,97.49,1,2,0,10,0,0,1169.8799999999999,Low Value,High Satisfaction,0.020758905951813428,Low Risk
859,37,58430.87,2,Home,152.91,0,0,0,3,0,0,1834.92,Medium Value,Low Satisfaction,0.5332172101405933,Medium Risk
860,30,71028.6,65,Auto,113.68,0,1,0,10,0,0,1364.16,Low Value,High Satisfaction,0.018847885391398707,Low Risk
861,45,68341.31,95,Auto,141.02,1,1,2,2,0,1,1692.2400000000002,Medium Value,Low Satisfaction,0.04739918549693236,Low Risk
862,65,92605.86,44,Renters,49.53,0,2,1,9,0,0,594.36,Low Value,High Satisfaction,0.036007901314398134,Low Risk
863,46,59893.15,16,Auto,111.16,2,0,1,5,0,0,1333.92,Low Value,Medium Satisfaction,0.11652544718601314,Low Risk
864,30,90621.53,118,Home,130.09,0,0,0,3,0,0,1561.08,Medium Value,Low Satisfaction,0.024989130404615617,Low Risk
865,63,81109.16,22,Renters,178.55,0,1,0,9,0,0,2142.6000000000004,High Value,High Satisfaction,0.14045892661839526,Low Risk
866,52,60305.37,106,Auto,93.5,1,1,1,8,0,0,1122.0,Low Value,High Satisfaction,0.006764559515470462,Low Risk
867,23,79402.89,18,Home,68.14,2,1,0,4,0,0,817.6800000000001,Low Value,Low Satisfaction,0.09280224871509178,Low Risk
868,35,54588.17,47,Home,155.01,1,0,0,10,1,0,1860.12,Medium Value,High Satisfaction,0.043544940160680445,Low Risk
869,68,116704.53,81,Home,132.12,0,1,0,5,1,0,1585.44,Medium Value,Medium Satisfaction,0.02872144298236334,Low Risk
870,22,20000.0,30,Auto,57.51,0,0,0,5,0,0,690.12,Low Value,Medium Satisfaction,0.12700190736477662,Low Risk
871,64,79804.75,10,Auto,59.75,0,0,0,8,0,0,717.0,Low Value,High Satisfaction,0.08961456294081765,Low Risk
872,42,26178.89,99,Renters,105.89,1,2,0,7,1,0,1270.68,Low Value,Medium Satisfaction,0.01344706206221032,Low Risk
873,19,60035.55,58,Renters,131.23,0,1,0,3,0,0,1574.7599999999998,Medium Value,Low Satisfaction,0.06012455730985639,Low Risk
874,27,63116.62,62,Auto,197.52,1,3,0,6,1,0,2370.2400000000002,High Value,Medium Satisfaction,0.09258916071627327,Low Risk
875,73,98167.94,85,Auto,86.35,0,2,2,6,1,0,1036.1999999999998,Low Value,Medium Satisfaction,0.02592615676261318,Low Risk
876,47,49772.65,80,Auto,159.24,0,2,2,2,1,0,1910.88,High Value,Low Satisfaction,0.1833974735045699,Low Risk
877,67,93776.26,6,Auto,46.76,2,1,2,1,0,0,561.12,Low Value,Low Satisfaction,0.1973557884735617,Low Risk
878,62,39066.03,67,Home,151.24,1,1,0,7,0,0,1814.88,Medium Value,Medium Satisfaction,0.023204141728072347,Low Risk
879,22,94626.73,41,Auto,202.8,0,0,0,3,0,0,2433.6000000000004,High Value,Low Satisfaction,0.42813632060950085,Medium Risk
880,72,54564.4,43,Auto,141.38,1,2,0,5,0,0,1696.56,Medium Value,Medium Satisfaction,0.1294026568424633,Low Risk
881,73,66615.56,85,Renters,104.93,0,0,1,8,0,0,1259.16,Low Value,High Satisfaction,0.015340445666309446,Low Risk
882,50,57599.67,77,Auto,190.46,1,2,2,5,0,0,2285.52,High Value,Medium Satisfaction,0.09671504482756338,Low Risk
883,71,93212.0,18,Renters,150.7,0,1,0,5,0,0,1808.3999999999999,Medium Value,Medium Satisfaction,0.16546259472753128,Low Risk
884,18,88930.28,58,Renters,141.91,1,2,0,5,1,0,1702.92,Medium Value,Medium Satisfaction,0.07539127735424,Low Risk
885,35,74757.04,118,Auto,89.2,0,1,1,7,0,0,1070.4,Low Value,Medium Satisfaction,0.011992241555078836,Low Risk
886,49,39658.9,60,Renters,151.37,0,2,1,2,0,0,1816.44,Medium Value,Low Satisfaction,0.09749084321382087,Low Risk
887,64,49269.52,88,Renters,104.19,0,1,0,1,1,0,1250.28,Low Value,Low Satisfaction,0.017820680473665435,Low Risk
888,66,42371.32,27,Auto,149.01,2,0,0,4,0,0,1788.12,Medium Value,Low Satisfaction,0.16507788938608323,Low Risk
889,28,20000.0,118,Auto,137.18,0,1,0,5,0,0,1646.16,Medium Value,Medium Satisfaction,0.042640474593023905,Low Risk
890,38,92749.0,68,Home,183.79,2,0,1,7,1,0,2205.48,High Value,Medium Satisfaction,0.047362006122998956,Low Risk
891,43,57787.88,22,Life,109.08,0,1,0,1,0,0,1308.96,Low Value,Low Satisfaction,0.15044226199491034,Low Risk
892,42,57553.13,24,Home,128.28,0,1,0,9,1,0,1539.3600000000001,Medium Value,High Satisfaction,0.05001232732470247,Low Risk
893,39,97914.25,40,Auto,170.92,0,0,0,10,1,0,2051.04,High Value,High Satisfaction,0.06140942739703173,Low Risk
894,44,54528.25,109,Home,124.38,3,1,0,4,0,0,1492.56,Medium Value,Low Satisfaction,0.016735709046808864,Low Risk
895,66,46509.64,74,Auto,134.03,1,2,0,6,0,0,1608.3600000000001,Medium Value,Medium Satisfaction,0.0360886443023352,Low Risk
896,30,60055.6,66,Home,116.7,0,0,0,1,0,0,1400.4,Low Value,Low Satisfaction,0.04548427713177986,Low Risk
897,50,40081.28,40,Renters,127.64,1,1,1,9,1,0,1531.68,Medium Value,High Satisfaction,0.06958616743764115,Low Risk
898,51,72575.83,6,Home,165.19,1,0,0,4,0,0,1982.28,High Value,Low Satisfaction,0.3470567621100574,Medium Risk
899,58,56779.43,112,Renters,217.62,1,1,2,5,0,0,2611.44,High Value,Medium Satisfaction,0.07663406529403946,Low Risk
900,52,53840.03,18,Renters,59.47,4,1,1,8,0,0,713.64,Low Value,High Satisfaction,0.04456806570910419,Low Risk
901,18,51934.13,81,Home,78.07,0,1,0,6,1,0,936.8399999999999,Low Value,Medium Satisfaction,0.027572174905118266,Low Risk
902,38,62663.13,102,Auto,128.63,2,2,1,10,1,0,1543.56,Medium Value,High Satisfaction,0.01106747918724854,Low Risk
903,65,66836.58,109,Renters,137.23,1,3,1,3,1,0,1646.7599999999998,Medium Value,Low Satisfaction,0.020266169092385496,Low Risk
904,72,53560.55,87,Life,125.21,0,2,1,10,0,0,1502.52,Medium Value,High Satisfaction,0.010599752045088472,Low Risk
905,23,57107.15,110,Auto,110.1,1,3,0,8,0,0,1321.1999999999998,Low Value,High Satisfaction,0.018672799212193007,Low Risk
906,45,63206.5,30,Home,79.54,0,1,0,6,0,0,954.48,Low Value,Medium Satisfaction,0.05179764753028224,Low Risk
907,34,60986.8,21,Auto,107.52,0,1,0,2,1,0,1290.24,Low Value,Low Satisfaction,0.15394410976028472,Low Risk
908,22,65683.67,62,Renters,171.78,0,2,0,5,0,0,2061.36,High Value,Medium Satisfaction,0.09377993116725626,Low Risk
909,48,50113.24,10,Renters,139.19,1,1,0,3,0,0,1670.28,Medium Value,Low Satisfaction,0.3757137210528599,Medium Risk
910,22,87101.04,107,Auto,165.4,0,2,0,4,1,0,1984.8000000000002,High Value,Low Satisfaction,0.030584490931721452,Low Risk
911,55,67130.22,13,Renters,80.85,0,2,0,9,0,0,970.1999999999999,Low Value,High Satisfaction,0.07201197871303687,Low Risk
912,20,53915.37,76,Auto,199.99,0,2,0,3,1,0,2399.88,High Value,Low Satisfaction,0.12080105272509202,Low Risk
913,70,72576.45,9,Renters,109.72,0,0,0,5,0,0,1316.6399999999999,Low Value,Medium Satisfaction,0.18127541519424326,Low Risk
914,40,63363.89,68,Home,156.38,0,1,0,8,0,0,1876.56,High Value,High Satisfaction,0.018754942676884545,Low Risk
915,54,26855.82,39,Auto,129.37,1,0,0,9,1,0,1552.44,Medium Value,High Satisfaction,0.04903741427478363,Low Risk
916,70,72500.96,24,Auto,110.7,3,0,0,7,1,0,1328.4,Low Value,Medium Satisfaction,0.035260096315965835,Low Risk
917,54,42570.86,118,Auto,154.48,1,2,0,4,0,0,1853.7599999999998,Medium Value,Low Satisfaction,0.02240085158093513,Low Risk
918,27,85557.41,34,Home,162.02,1,5,0,9,0,1,1944.2400000000002,High Value,High Satisfaction,0.4060564153350282,Medium Risk
919,27,59681.51,103,Home,255.96,1,0,0,2,1,0,3071.52,High Value,Low Satisfaction,0.11231371061064686,Low Risk
920,36,82161.55,61,Auto,163.77,1,1,0,2,1,1,1965.2400000000002,High Value,Low Satisfaction,0.18971649040012978,Low Risk
921,34,51135.19,41,Auto,163.09,2,1,0,4,1,0,1957.08,High Value,Low Satisfaction,0.15540653363148457,Low Risk
922,38,66538.44,5,Auto,186.52,0,2,0,2,0,1,2238.2400000000002,High Value,Low Satisfaction,0.7584275843699787,High Risk
923,31,91625.36,79,Renters,158.93,0,1,0,3,0,0,1907.16,High Value,Low Satisfaction,0.06282723401302578,Low Risk
924,26,59081.64,50,Renters,133.26,2,2,0,5,1,0,1599.12,Medium Value,Medium Satisfaction,0.07134038593745491,Low Risk
925,63,52002.02,4,Auto,149.66,0,0,3,3,0,1,1795.92,Medium Value,Low Satisfaction,0.7606894698398299,High Risk
926,18,79410.89,51,Home,173.47,1,1,0,1,0,0,2081.64,High Value,Low Satisfaction,0.21191787424663397,Low Risk
927,68,78984.56,52,Auto,197.58,2,0,1,3,0,1,2370.96,High Value,Low Satisfaction,0.5715082511251101,Medium Risk
928,62,52927.52,39,Life,67.02,0,0,0,6,0,0,804.24,Low Value,Medium Satisfaction,0.03713409411623621,Low Risk
929,30,21319.86,8,Life,49.94,0,0,0,3,0,0,599.28,Low Value,Low Satisfaction,0.13578845432547598,Low Risk
930,21,51579.49,113,Home,195.68,2,1,0,9,0,0,2348.16,High Value,High Satisfaction,0.031711512338421004,Low Risk
931,18,79901.91,45,Life,99.11,0,1,0,3,0,0,1189.32,Low Value,Low Satisfaction,0.08092008645134255,Low Risk
932,66,47949.25,88,Renters,60.39,0,0,2,3,0,0,724.6800000000001,Low Value,Low Satisfaction,0.040284122372364506,Low Risk
933,57,64759.37,117,Renters,56.16,1,1,1,3,1,0,673.92,Low Value,Low Satisfaction,0.013135561824282943,Low Risk
934,49,50535.33,28,Home,216.08,0,0,0,5,0,0,2592.96,High Value,Medium Satisfaction,0.34532871671042836,Medium Risk
935,51,22492.32,119,Auto,174.49,0,0,1,7,0,0,2093.88,High Value,Medium Satisfaction,0.026150113433057523,Low Risk
936,45,50139.41,107,Auto,99.22,0,2,0,5,1,0,1190.6399999999999,Low Value,Medium Satisfaction,0.012695711873218227,Low Risk
937,48,79808.9,27,Auto,101.08,2,3,0,9,0,0,1212.96,Low Value,High Satisfaction,0.038860897725384515,Low Risk
938,25,20000.0,65,Home,137.47,1,1,0,6,0,0,1649.6399999999999,Medium Value,Medium Satisfaction,0.08327499901762611,Low Risk
939,56,70547.68,34,Auto,173.67,1,1,0,1,1,1,2084.04,High Value,Low Satisfaction,0.2811791963997528,Low Risk
940,43,38906.48,81,Auto,121.77,0,2,1,9,1,0,1461.24,Medium Value,High Satisfaction,0.020959766957075555,Low Risk
941,51,78385.73,101,Home,99.63,1,3,0,3,0,0,1195.56,Low Value,Low Satisfaction,0.02134111858972685,Low Risk
942,71,80715.02,62,Auto,186.08,0,1,0,8,1,0,2232.96,High Value,High Satisfaction,0.042373475366754496,Low Risk
943,71,61217.15,62,Home,133.84,2,2,2,3,0,1,1606.08,Medium Value,Low Satisfaction,0.31218359359479436,Medium Risk
944,20,61267.3,38,Life,126.38,1,1,0,8,0,0,1516.56,Medium Value,High Satisfaction,0.06633135996105734,Low Risk
945,67,47260.02,26,Renters,161.65,1,1,0,4,1,0,1939.8000000000002,High Value,Low Satisfaction,0.18654546495885085,Low Risk
946,29,35397.17,24,Home,40.0,1,2,0,1,0,0,480.0,Low Value,Low Satisfaction,0.11135710062093118,Low Risk
947,18,102358.04,39,Home,156.34,0,2,1,6,1,0,1876.08,High Value,Medium Satisfaction,0.10507036970585805,Low Risk
948,71,45968.43,21,Home,153.49,0,1,1,7,0,0,1841.88,Medium Value,Medium Satisfaction,0.08940616118793038,Low Risk
949,61,99491.51,94,Auto,72.95,0,1,0,8,0,0,875.4000000000001,Low Value,High Satisfaction,0.007881299037449356,Low Risk
950,22,46091.0,47,Renters,47.64,1,1,0,6,0,0,571.6800000000001,Low Value,Medium Satisfaction,0.06430962418227378,Low Risk
951,47,76554.19,115,Auto,109.6,0,2,0,1,1,0,1315.1999999999998,Low Value,Low Satisfaction,0.02150698800221662,Low Risk
952,47,39968.24,48,Auto,143.23,0,3,0,5,0,1,1718.7599999999998,Medium Value,Medium Satisfaction,0.12200751698576809,Low Risk
953,74,76514.69,13,Renters,147.82,0,0,0,9,0,1,1773.84,Medium Value,High Satisfaction,0.16306273247755673,Low Risk
954,34,57837.08,101,Auto,211.68,1,0,1,3,1,0,2540.16,High Value,Low Satisfaction,0.06861685284462977,Low Risk
955,65,58124.64,3,Auto,143.25,1,1,0,5,1,0,1719.0,Medium Value,Medium Satisfaction,0.2693315747798279,Low Risk
956,64,78420.51,32,Auto,72.05,4,0,0,6,0,0,864.5999999999999,Low Value,Medium Satisfaction,0.04089068297304496,Low Risk
957,40,54678.89,35,Auto,123.71,3,3,0,5,0,0,1484.52,Medium Value,Medium Satisfaction,0.10205081075383554,Low Risk
958,32,33580.73,19,Auto,76.56,1,0,0,4,0,0,918.72,Low Value,Low Satisfaction,0.08390109264361317,Low Risk
959,54,81748.72,14,Auto,126.94,0,5,0,2,1,1,1523.28,Medium Value,Low Satisfaction,0.5875010650281266,Medium Risk
960,38,39790.19,48,Home,198.4,0,1,0,5,0,0,2380.8,High Value,Medium Satisfaction,0.2205699996894147,Low Risk
961,31,76363.38,86,Renters,155.67,1,1,1,10,1,0,1868.04,Medium Value,High Satisfaction,0.018943729672103903,Low Risk
962,19,86405.92,81,Auto,102.56,1,1,0,1,1,0,1230.72,Low Value,Low Satisfaction,0.04860954694103703,Low Risk
963,28,56739.13,68,Renters,161.66,0,1,0,1,0,0,1939.92,High Value,Low Satisfaction,0.08391067809171181,Low Risk
964,68,91011.76,45,Auto,100.0,2,2,0,8,0,0,1200.0,Low Value,High Satisfaction,0.021266714015200177,Low Risk
965,56,75599.24,104,Auto,40.0,0,1,0,4,0,0,480.0,Low Value,Low Satisfaction,0.009352706550672578,Low Risk
966,55,49691.05,19,Auto,79.49,0,5,0,1,1,0,953.8799999999999,Low Value,Low Satisfaction,0.34238601600294255,Medium Risk
967,51,95831.44,64,Home,155.63,0,1,0,2,0,0,1867.56,Medium Value,Low Satisfaction,0.06081697532315064,Low Risk
968,55,39883.22,101,Auto,169.76,0,2,0,5,1,0,2037.12,High Value,Medium Satisfaction,0.027749731794913447,Low Risk
969,67,56712.59,66,Home,212.29,0,0,1,7,1,1,2547.48,High Value,Medium Satisfaction,0.13480962802345736,Low Risk
970,51,60461.07,79,Renters,150.35,1,1,0,5,0,0,1804.1999999999998,Medium Value,Medium Satisfaction,0.03748081357525337,Low Risk
971,35,78314.92,66,Home,195.62,1,2,0,10,0,0,2347.44,High Value,High Satisfaction,0.06228533869067039,Low Risk
972,47,89539.53,75,Home,163.35,0,0,0,6,1,0,1960.1999999999998,High Value,Medium Satisfaction,0.02917507446002344,Low Risk
973,32,88161.41,45,Life,177.18,0,1,0,7,0,0,2126.16,High Value,Medium Satisfaction,0.11127450244033817,Low Risk
974,44,69922.46,87,Auto,184.58,2,1,1,3,0,0,2214.96,High Value,Low Satisfaction,0.09846953951153935,Low Risk
975,68,58834.08,74,Auto,156.92,1,0,0,10,0,0,1883.04,High Value,High Satisfaction,0.018753008288835644,Low Risk
976,51,24828.35,67,Renters,183.37,2,0,0,5,1,0,2200.44,High Value,Medium Satisfaction,0.06327541489781066,Low Risk
977,69,36088.79,69,Home,103.57,2,0,0,8,1,0,1242.84,Low Value,High Satisfaction,0.014082972972594462,Low Risk
978,74,103866.42,3,Auto,40.0,1,2,0,6,0,0,480.0,Low Value,Medium Satisfaction,0.23441467811808192,Low Risk
979,55,24606.42,38,Auto,164.28,0,1,0,2,1,0,1971.3600000000001,High Value,Low Satisfaction,0.23701354832086594,Low Risk
980,50,47741.21,77,Home,151.87,2,0,2,9,0,0,1822.44,Medium Value,High Satisfaction,0.02536973038384833,Low Risk
981,41,90181.34,42,Auto,95.61,0,0,0,2,1,0,1147.32,Low Value,Low Satisfaction,0.09349191517481618,Low Risk
982,32,69613.69,83,Auto,78.19,1,1,0,6,1,0,938.28,Low Value,Medium Satisfaction,0.01752717126137859,Low Risk
983,47,85416.99,40,Life,140.88,0,1,1,2,0,0,1690.56,Medium Value,Low Satisfaction,0.1813992811711332,Low Risk
984,72,76942.22,50,Renters,167.26,0,2,0,10,0,0,2007.12,High Value,High Satisfaction,0.0733260626958079,Low Risk
985,59,97330.82,35,Home,158.4,2,1,2,7,0,0,1900.8000000000002,High Value,Medium Satisfaction,0.11817734306806463,Low Risk
986,68,71499.4,24,Home,89.12,1,1,0,1,1,0,1069.44,Low Value,Low Satisfaction,0.10439234553135324,Low Risk
987,34,79595.85,88,Renters,99.21,0,1,0,4,0,0,1190.52,Low Value,Low Satisfaction,0.022223931575959154,Low Risk
988,22,49066.58,17,Auto,165.13,1,0,1,8,1,0,1981.56,High Value,High Satisfaction,0.13274671679772576,Low Risk
989,46,77899.33,40,Auto,138.27,0,2,0,9,0,0,1659.2400000000002,Medium Value,High Satisfaction,0.04260755498246236,Low Risk
990,21,56285.23,74,Home,182.71,1,2,0,10,0,1,2192.52,High Value,High Satisfaction,0.05825732112002934,Low Risk
991,27,55031.67,66,Renters,120.45,1,1,0,3,1,0,1445.4,Medium Value,Low Satisfaction,0.04895297470649945,Low Risk
992,73,84683.92,44,Auto,168.28,1,0,0,9,1,0,2019.3600000000001,High Value,High Satisfaction,0.05594239531455846,Low Risk
993,34,84835.71,23,Life,133.22,0,1,0,8,0,0,1598.6399999999999,Medium Value,High Satisfaction,0.06037876898889356,Low Risk
994,27,102145.73,6,Home,102.47,2,0,0,4,0,1,1229.6399999999999,Low Value,Low Satisfaction,0.4790786083800104,Medium Risk
995,34,100711.79,66,Auto,176.77,3,1,1,1,0,0,2121.2400000000002,High Value,Low Satisfaction,0.2783706013399223,Low Risk
996,37,85180.93,21,Auto,90.33,0,0,0,10,1,0,1083.96,Low Value,High Satisfaction,0.03714611041105394,Low Risk
997,41,27150.2,119,Auto,138.34,0,1,0,5,1,0,1660.08,Medium Value,Medium Satisfaction,0.02288170098048617,Low Risk
998,22,105208.98,35,Renters,142.99,0,2,0,7,0,1,1715.88,Medium Value,Medium Satisfaction,0.2083662758244222,Low Risk
999,51,85195.29,113,Life,129.59,1,0,1,5,0,0,1555.08,Medium Value,Medium Satisfaction,0.012825565107617256,Low Risk
1000,23,48151.08,29,Auto,179.59,1,0,0,5,0,0,2155.08,High Value,Medium Satisfaction,0.2901873808124645,Low Risk
